店铺名称,手机品牌,商品编号,商品名称,CPU型号,后摄主摄像素,前摄主摄像素,系统,商品评价量,手机价格
中国移动官方旗舰店,小米（MI）,100035000000,小米Redmi Note 11E,,,,Android,100+,1199
OKSJ手机旗舰店,华为（HUAWEI）,68372945037,华为（HUAWEI）nova 7 5G,麒麟985,6400万像素,3200万像素,Android,1万+,2549
vivo京东自营官方旗舰店,vivo,100019000000,vivoS9e,天玑820,6400万像素,3200万像素,Android,2万+,2299
关爱心（GAIX）京东自营旗舰店,关爱心（GAIX）,100037000000,关爱心A8,,,,功能机,200+,129
AGM京东自营官方旗舰店,AGM,100014000000,AGMX5,紫光展锐,4800万像素,1600万像素,Android,500+,2898
智加手机专营店,康佳（KONKA）,10026600000000,康佳 （KONKA） UK8 移动卡专用 直板按键老人手机超长待机大声大屏老年手机学生备用功能机 红色,其他,其他,无前置摄像头,功能机,5000+,59
疆界互联旗舰店,华为（HUAWEI）,10034100000000,华为（HUAWEI）P50 pro,骁龙888,5000万像素,1300万像素,HarmonyOS 2,2000+,5958
纽曼京东自营官方旗舰店,纽曼（Newman）,100029000000,纽曼F80,,,,功能机,1000+,238
广州电信京东自营旗舰店,vivo,100016000000,vivoiQOO Z5x,,,,Android,200+,1389
vivo官方旗舰店,vivo,10036200000000,vivoX70,其他,4000万像素,3200万像素,Android,1000+,2799
关爱心（GAIX）京东自营旗舰店,关爱心（GAIX）,100016000000,关爱心X5,,,,功能机,1000+,149
酷族数码旗舰店,Apple,10037200000000,AppleiPhone 13 Pro,其他,,,iOS,5000+,7869
迈纳斯数码旗舰店,克里特（kreta）,10044700000000,克里特（kreta）TRACK 5G,,6400万像素,,Android,53,9999
蜜茶手机旗舰店,Apple,10028000000000,AppleiPhone 12 mini,,,,iOS,1000+,3888
中国移动官方旗舰店,vivo,100028000000,vivoiQOO Neo5,骁龙870,4800万像素,1600万像素,Android,5000+,2699
鹏瑶旗舰店,小米（MI）,10035300000000,小米（MI）小米MIX 4,骁龙888 Pro,其他,2000万像素,Android,1000+,3999
冰之凯盛手机旗舰店,华为（HUAWEI）,10045700000000,50SE  1亿像素超清影像全网通5G手机 66W超级快充 6.78英寸全视屏 亮黑色 12G+256GB,,,,Android,500+,2099
三星京东自营官方旗舰店,三星（SAMSUNG）,100016000000,三星Galaxy Z Flip3 5G,骁龙888,1200万像素,1000万像素,Android,5000+,7999
千瑞达手机旗舰店,华为（HUAWEI）,10032500000000,华为（HUAWEI）mate40e ,其他,其他,其他,HarmonyOS 2,2000+,4999
京铠玄手机旗舰店,华为（HUAWEI）,10034400000000,华为（HUAWEI）HUAWEI P50 Pro,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,500+,5988
疆界互联旗舰店,华为（HUAWEI）,10024700000000,华为（HUAWEI）华为nova8（5G）,麒麟985,6400万像素,3200万像素,Android,1万+,3999
兰珊手机旗舰店,vivo,10042200000000,vivoY55S,,,,Android,100+,1499
兰珊手机旗舰店,vivo,10034300000000,vivoiQOO 8,骁龙888,,,Android,2000+,3299
京合旗舰店,荣耀（HONOR）,10031700000000,荣耀（HONOR）50,骁龙778G,1亿像素,3200万像素,Android,1万+,2599
8848手机官方旗舰店,8848,31287664019,8848M5尊享版,其他,1200万像素,1600万像素,其他OS,1000+,4999
头号卖家旗舰店,iQOO,10042000000000,iQOOiQOO Neo5S,,,,Android,200+,2799
天翼电信京东自营旗舰店,小米（MI）,100037000000,小米Redmi K40S,骁龙870,4800万像素,2000万像素,Android,2000+,2398
OPPO手机乐良专卖店,OPPO,10023300000000,OPPOK7x,其他,4800万像素,1600万像素,Android,5000+,1099
iQOO官方旗舰店,vivo,10038900000000,vivoiQOO 8,骁龙888,4800万像素,1600万像素,Android,200+,3299
OKSJ手机旗舰店,华为（HUAWEI）,10034600000000,华为（HUAWEI）P50 Pro,麒麟9000,5000万像素,1300万像素,HarmonyOS 2,2000+,8488
OKSJ手机旗舰店,华为（HUAWEI）,10023400000000,华为（HUAWEI）Mate 40 Pro,其他,5000万像素,1300万像素,Android,5000+,7699
微炫数码旗舰店,小米（MI）,10022100000000,小米（MI）红米9A,其他,1300万像素,500万像素,Android,1万+,799
疆界互联旗舰店,华为（HUAWEI）,10041300000000,华为（HUAWEI）华为智选Hi nova9 Pro,骁龙778G,5000万像素,3200万像素,Android,2000+,4099
广东联通京东自营旗舰店,华为（HUAWEI）,100018000000,华为nova 8 SE,,,,HarmonyOS 2,200+,1599
多亲官方旗舰店,多亲（QIN）,55734067749,多亲（QIN）Qin 2,,,无前置摄像头,Android,5000+,599
秦王湖手机旗舰店,华为（HUAWEI）,10041100000000,荣耀X30i 新品5G手机 金 8GB+256GB碎屏险季卡,天玑810,其他,其他,Android,1000+,1899
OPPO官方直营旗舰店,OPPO,10026800000000,OPPO0,骁龙888,5000万像素,3200万像素,Android,5000+,5499
索爱手机旗舰店,索爱（soaiy）,10038800000000,索爱（soaiy）S08A,其他,1600万像素,800万像素,Android,500+,899
iQOO耀诚鑫专卖店,vivo,10036700000000,vivo iQOO Z5,骁龙778G,6400万像素,1600万像素,其他OS,1000+,1999
酷派京东自营旗舰店,酷派（Coolpad）,100016000000,酷派COOL 20 Pro,天玑900,5000万像素,其他,Android,500+,1799
京东移动生态自营专区,vivo,100020000000,vivoiQOO Neo5,骁龙870,4800万像素,1600万像素,Android,100+,2999
头号卖家旗舰店,vivo,10042500000000,vivoY55s,,,,Android,2000+,1299
飞利浦手机通讯旗舰店,飞利浦,10044300000000,飞利浦飞利浦 E209,,,,功能机,1000+,149
微炫数码旗舰店,荣耀（HONOR）,10030000000000,荣耀畅玩20 手机 新品老人机 学生智能机 老年智能手机 幻夜黑 6GB+128GB,其他,其他,其他,Android,2000+,939
威讯天诚手机专营店,金立（GiONEE）,10026600000000,金立V3升级版翻盖老人手机移动联通电信4G全网通大屏老年机长待机大字大声双卡双待 玫瑰金 移动版,其他,其他,无前置摄像头,功能机,5000+,169
东呵东手机专营店,荣耀（HONOR）,10044500000000,荣耀（HONOR）x30max,,,800万像素,Android,200+,2799
千瑞达手机旗舰店,华为（HUAWEI）,10026600000000,华为（HUAWEI）nova 8 Pro,麒麟985,6400万像素,3200万像素,其他OS,1万+,4199
红魔官方旗舰店,努比亚（nubia）,10036100000000,努比亚（nubia）红魔6Spro,骁龙888 Plus,6400万像素,800万像素,Android,1000+,3879
华信通手机专营店,荣耀（HONOR）,10043000000000,荣耀Magic V MagicV 新品5G折叠屏旗舰手机 燃橙色 全网通（12GB+512GB）,,5000万像素,其他,Android,500+,11399
SONY京东自营官方旗舰店,索尼（SONY）,100039000000,索尼Xperia 1 III,,,,Android,0,8499
京铠玄手机旗舰店,华为（HUAWEI）,10023400000000,华为（HUAWEI）Mate 40 Pro,其他,5000万像素,1300万像素,Android,5000+,7399
头号卖家旗舰店,荣耀（HONOR）,10032600000000,荣耀（HONOR）荣耀50se,天玑900,1亿像素,,Android,2000+,1548
vivo官方旗舰店,vivo,10025200000000,vivoY52s,其他,4800万像素,800万像素,Android,5000+,1598
索爱（soaiy）手机京东自营旗舰店,索爱（soaiy）,100017000000,索爱SA-Z9C,其他,无后置摄像头,其他,功能机,2000+,279
天翼电信京东自营旗舰店,三星（SAMSUNG）,100015000000,三星W22 5G,,,,Android,75,16999
上海电信京东自营旗舰店,华为（HUAWEI）,100015000000,华为Mate 40 Pro,麒麟9000,,,EMUI 11.0（基于Android 10）（可HOTA升级至HarmonyOS，具体升级时间以官方公布的HOTA升级计划为准）,100+,6099
久汇通手机旗舰店,华为（HUAWEI）,68376900418,华为（HUAWEI）nova 7 5G,麒麟985,6400万像素,3200万像素,其他OS,1万+,2999
Unihertz手机旗舰店,Unihertz,46560095796,UnihertzUnihertz Atom,其他,1600万像素,800万像素,Android,2000+,1699
博恒聚优手机专营店,OPPO,10042000000000,OPPO A96 新品oppo5G手机 A95\/a93升级版高通骁龙处理器轻薄手机 杏粉暖阳 8+128GB 官方标配【壕礼12选1】,,,,Android,100+,1699
千瑞达手机旗舰店,华为（HUAWEI）,69283442127,华为（HUAWEI）nova 7 5G,其他,6400万像素,3200万像素,Android,2000+,2699
蜜茶手机旗舰店,Apple,10046100000000,AppleiPhone 13 mini,,,,iOS,500+,4999
新迪恒数码专营店,飞利浦（PHILIPS）,1086096929,飞利浦（PHILIPS）Xenium E506,其他,无后置摄像头,无前置摄像头,功能机,1万+,195
兰珊手机旗舰店,vivo,10042800000000,vivoY32,,,,Android,500+,1199
OPPO优品专卖店,OPPO,10029100000000,OPPOk7x,其他,4800万像素,1600万像素,Android,5000+,1349
vivo官方旗舰店,vivo,10040500000000,vivoY76s,,,,Android,500+,1799
一佳手机专营店,荣耀（HONOR）,10033100000000,荣耀（HONOR）荣耀50,骁龙778G,10800万像素,3200万像素,Android,5000+,2379
关爱心（GAIX）京东自营旗舰店,关爱心（GAIX）,100032000000,关爱心N99 4G,,,,功能机,500+,269
兰珊手机旗舰店,vivo,10042600000000,vivoiQOO9,骁龙8 Gen 1,,,Android,1000+,3999
京域手机旗舰店,vivo,57841629342,vivoY32,,1300万像素,800万像素,Android,1万+,1099
索爱（soaiy）手机京东自营旗舰店,索爱（soaiy）,100022000000,索爱Z58,其他,无后置摄像头,无前置摄像头,功能机,5000+,249
头号卖家旗舰店,OPPO,10024700000000,【769起】OPPO A32新品手机 6.5英寸三摄 智能游戏  oppoa32手机 薄荷绿 4GB+64GB【现货速发】 官方标配【晒单20】,,,,Android,5000+,899
京东之家官方旗舰店,小米（MI）,10046800000000,小米（MI）红米K50,,,,Android,500+,2799.01
AGM手机旗舰店,AGM,67374049217,AGM AGM H2,其他,1300万像素,800万像素,Android,500+,1099
诺必信手机数码专营店,朵唯（DOOV）,10050100000000,朵唯（DOOV）D9 Pro,,1600万像素,800万像素,Android,1000+,589
京合旗舰店,华为（HUAWEI）,10037700000000,华为（HUAWEI）nova 9,骁龙778G 4G,5000万像素,3200万像素,HarmonyOS 2,2000+,2669
关爱心（GAIX）京东自营旗舰店,关爱心（GAIX）,100018000000,关爱心N99 4G,,,,功能机,500+,269
广州电信京东自营旗舰店,麦芒,100020000000,麦芒麦芒 10,,4000万像素,1600万像素,Android,81,1599
头号卖家旗舰店,vivo,10038400000000,vivoT1X,,,,Android,2000+,1399
OPPO官方直营旗舰店,OPPO,10025600000000,OPPOA53,其他,1600万像素,800万像素,Android,5000+,1399
微焱数码旗舰店,荣耀（HONOR）,10026400000000,荣耀（HONOR）荣耀V40,其他,5000万像素,1600万像素,Android,5000+,2999
诺基亚手机官方旗舰店,诺基亚（NOKIA）,10037200000000,诺基亚（NOKIA）诺基亚 G50 5G,其他,4800万像素,800万像素,Android,500+,1999
京东移动生态自营专区,小米（MI）,100037000000,小米Note11 E,,,,Android,22,1299
vivo官方旗舰店,vivo,10032900000000,vivoY30标准版,,,,Android,5000+,1099
京东之家官方旗舰店,荣耀（HONOR）,10046200000000,荣耀（HONOR）荣耀play6t,天玑810,4800万像素,800万像素,Android,200+,1599.01
天翼电信京东自营旗舰店,三星（SAMSUNG）,100035000000,三星Galaxy S22,,5000万像素,1000万像素,Android,100+,5359
蜜茶手机旗舰店,Apple,10038700000000,AppleiPhone 13 Pro,,,,iOS,500+,7888
广东联通京东自营旗舰店,vivo,100016000000,vivoiQOO Z5x,,,,Android,100+,1389
千瑞达手机旗舰店,Apple,10026000000000,AppleiPhone 12,其他,1200万像素,1200万像素,iOS,5000+,4999
微焱数码旗舰店,荣耀（HONOR）,10033200000000,荣耀（HONOR）荣耀X20se,天玑700,6400万像素,1600万像素,Android,2000+,1349
多亲官方旗舰店,多亲（QIN）,10039000000000,多亲（QIN）Qin 2 Pro,,1300万像素,无前置摄像头,Android,500+,799
京东之家官方旗舰店,OPPO,10037200000000,OPPOOPPO K9 Pro,,,,Android,1000+,1699
头号卖家旗舰店,vivo,10025400000000,vivoX70,,,,Android,5000+,3299
OKSJ手机旗舰店,华为（HUAWEI）,68373600125,华为（HUAWEI）nova 7 Pro 5G,其他,6400万像素,3200万像素,Android,5000+,3499
疆界互联旗舰店,华为（HUAWEI）,10040600000000,华为（HUAWEI）Mate X2典藏版,,,,HarmonyOS 2,500+,29999
头号卖家旗舰店,华为（HUAWEI）,10023400000000,华为（HUAWEI）Mate 40 Pro 5G,麒麟9000,5000万像素,1300万像素,Android,5000+,7698
京域手机旗舰店,vivo,10042200000000,vivoS12,天玑1100,,,Android,1000+,2568
疆界互联旗舰店,荣耀（HONOR）,10034200000000,荣耀（HONOR）荣耀x20,天玑900,6400万像素,其他,Android,2000+,1319
中国移动官方旗舰店,小米（MI）,100019000000,小米Note11 E Pro,,,,Android,500+,1899
重庆电信京东自营旗舰店,Apple,100027000000,AppleiPhone 13,,1200万像素,1200万像素,iOS,500+,6199
OKSJ手机旗舰店,华为（HUAWEI）,10028300000000,华为（HUAWEI）Mate 40 RS 保时捷设计,其他,5000万像素,1300万像素,Android,500+,12199
realme真我官方旗舰店,真我（realme）,10048900000000,真我（realme）Q5Pro,其他,其他,其他,Android,92,1899
金立手机京东自营旗舰店,金立（Gionee）,100016000000,金立M50Pro,,,,Android,500+,1077
炜东电商旗舰店,小米（MI）,10044300000000,小米（MI）小米 Redmi K50,,4800万像素,2000万像素,Android,500+,2799
天翼电信京东自营旗舰店,vivo,100015000000,vivoT1,,,,其他,200+,2169
iQOO耀诚鑫专卖店,vivo,10046200000000,vivo iQOO U5x,,,,Android,20,899
烁影手机旗舰店,vivo,10034800000000,vivoiQOO 8,骁龙888,4800万像素,1600万像素,Android,1000+,2999
微炫数码旗舰店,小米（MI）,10024800000000,小米Redmi红米Note9 4G手机 6000mAh大电池 雾光青 6GB+128GB,骁龙662,4800万像素,800万像素,Android,5000+,999
炜东电商旗舰店,华为（HUAWEI）,10042200000000,华为（HUAWEI）P50系列,,,,HarmonyOS 2,1000+,8778
酷族数码旗舰店,小米（MI）,10041400000000,小米（MI）Redmi Note 11 Pro ,天玑920,,,Android,2000+,1699
千瑞达手机旗舰店,华为（HUAWEI）,10027900000000,华为（HUAWEI）Mate 40E,其他,6400万像素,1300万像素,其他OS,5000+,6599
京合旗舰店,华为（HUAWEI）,10042300000000,华为（HUAWEI）nova 8 SE ,,,,HarmonyOS 2,5000+,1798
疆界互联旗舰店,黑鲨,10027900000000,黑鲨4,骁龙870,6400万像素,1600万像素,Android,1万+,4599
炜东电商旗舰店,华为（HUAWEI）,10043600000000,华为（HUAWEI）华为Mate40 RS 保时捷限量版,其他,其他,其他,Android,1000+,15999
京东之家官方旗舰店,摩托罗拉（Motorola）,10046700000000,摩托罗拉（Motorola）摩托罗拉 edge S30 5G,骁龙888 Plus,1亿像素,1600万像素,Android,1000+,2499
olj欧霖爵手机旗舰店,华为（HUAWEI）,10037500000000,华为智选 NZone S7 Pro 5G全网通手机 全国联保 烟雨青蓝 (8GB+128GB),其他,其他,其他,其他OS,94,1749
小米京东自营旗舰店,小米（MI）,100020000000,小米Redmi Note 11E,天玑700,5000万像素,其他,Android,8,1299
OPPO手机乐良专卖店,OPPO,10044200000000,OPPOFind X5系列,骁龙8 Gen 1,5000万像素,3200万像素,Android,78,6299
山东电信京东自营旗舰店,vivo,100021000000,vivoiQOO U5x,,,,Android,43,1059
360 OS旗舰店,360 OS,10048600000000,360 OSQSN2112,MT6765,1600万像素,800万像素,Android,90,1198
OPPO手机乐良专卖店,OPPO,10044200000000,OPPOFind X5系列,骁龙8 Gen 1,5000万像素,3200万像素,Android,78,6299
山东电信京东自营旗舰店,vivo,100021000000,vivoiQOO U5x,,,,Android,43,1059
360 OS旗舰店,360 OS,10048600000000,360 OSQSN2112,MT6765,1600万像素,800万像素,Android,90,1198
天翼电信京东自营旗舰店,vivo,100026000000,vivoS10,其他,其他,其他,Android,200+,1989
Apple丰年时代专卖店,Apple,10037200000000,AppleiPhone 13 Pro,其他,,,iOS,1000+,7999
微炫数码旗舰店,荣耀（HONOR）,10035400000000,荣耀Magic3至臻版5G手机 骁龙888Plus 【荣耀Maigc4 至臻 可选/北京可闪送】 亮黑色【magic3至臻】 官方标配【12GB+512GB】,其他,其他,其他,Android,500+,6399
耐谷手机旗舰店,小米（MI）,10028300000000,小米（MI）红米K40,骁龙888,1亿像素,2000万像素,Android,5000+,3178
京联通达旗舰店,华为（HUAWEI）,10049900000000,华为P50 P50pro可选 新品手机 搭载HarmonyOS系统 曜金黑（p50pro） 8GB+256GB【华为原装66W充电套装】,其他,其他,其他,HarmonyOS 2,2000+,5988
小米手机官方旗舰店,小米（MI）,10049200000000,小米（MI）2109119BC,,,,Android,200+,2299
京东之家官方旗舰店,小米（MI）,10030000000000,小米（MI）小米11 Ultra,骁龙888,5000万像素,2000万像素,Android,500+,4499
疆界互联旗舰店,黑鲨,10036900000000,黑鲨黑鲨4S,骁龙870,6400万像素,2000万像素,Android,2000+,5899
炜东电商旗舰店,荣耀（HONOR）,10044500000000,荣耀（HONOR）荣耀Magic4 至臻版,,,,Android,22,8999.01
秦王湖手机旗舰店,荣耀（HONOR）,10034300000000,荣耀50pro 新品5G手机 1亿像素超清影像 6.72英寸超曲屏 100W充电速度 夏日琥珀 全网通8+256G,骁龙778G,,3200万像素,Android,500+,2989
山东电信京东自营旗舰店,荣耀（HONOR）,100031000000,荣耀荣耀60,骁龙778G,,,Android,76,2989
上海电信京东自营旗舰店,华为（HUAWEI）,100019000000,华为P50,,,,HarmonyOS 2,89,5288
朵唯手机京东自营旗舰店,朵唯（DOOV）,100015000000,朵唯X60promax,,,,Android,500+,799
OPPO手机乐良专卖店,OPPO,10038900000000,OPPOA11s,,1300万像素,800万像素,Android,2000+,999
京东之家官方旗舰店,真我（realme）,10042200000000,真我（realme）GT2 pro,骁龙8 Gen 1,,,Android,500+,4099
云南联通京东自营旗舰店,Apple,100021000000,AppleiPhone 12 Pro,其他,1200万像素,其他,iOS,100+,7999
华信通手机专营店,华为（HUAWEI）,10047700000000,华为智选 优畅享50plus 5G手机 雅致黑 8+256G(碎屏险+品牌充电套装),,6400万像素,,Android,200+,2349
疆界互联旗舰店,荣耀（HONOR）,10045300000000,荣耀（HONOR）荣耀Magic4 Pro,骁龙8 Gen 1,,,Android,200+,5899
博恒聚优手机专营店,荣耀（HONOR）,10042600000000,荣耀Magic V折叠屏旗舰5G新品手机【店内magic3至臻版可选】 亮黑色 12GB+512GB【官方标配】,,,,Android,42,11799
疆界互联旗舰店,华为（HUAWEI）,10036100000000,华为（HUAWEI）华为nova9pro,,,,HarmonyOS 2,2000+,4999
炜东电商旗舰店,小米（MI）,10046100000000,小米（MI）红米k40s,骁龙870,4800万像素,,Android,500+,2399
时器数码旗舰店,华为（HUAWEI）,68291029613,华为（HUAWEI）华为 畅享 10e,其他,1300万像素,800万像素,Android,2000+,798
OKSJ手机旗舰店,Apple,10037100000000,AppleiPhone 13 Pro,,,,iOS,1000+,7988
淘金手机旗舰店,摩托罗拉（Motorola）,10041900000000,摩托罗拉（Motorola）摩托罗拉edge s系列手机,,,,其他,500+,2799
江苏移动京东自营店,荣耀（HONOR）,100034000000,荣耀Magic3 Pro,骁龙888 Plus,5000万像素,1300万像素,Android,24,4599
长沙联通官方自营旗舰店,vivo,100033000000,vivoY50t,,,,Android,100+,1399
掌视界数码旗舰店,华为（HUAWEI）,10033900000000,华为（HUAWEI）p50Pro,,5000万像素,1300万像素,HarmonyOS 2,2000+,5958
江苏移动京东自营店,荣耀（HONOR）,100033000000,荣耀荣耀 Magic3 至臻版,骁龙888 Plus,5000万像素,1300万像素,Android,9,6599
OPPO手机乐良专卖店,OPPO,10034000000000,【1459起】OPPO A93s 5G手机oppo全网通大内存大电池a92s升级款oppoa93s A93S（8G+256G）白桃汽水【咨询有礼】 官方标配【2年延保+晒单返20】,天玑700,4800万像素,800万像素,Android,2000+,1799
兰珊手机旗舰店,vivo,10038500000000,vivo iQOO Z5x 5G手机 天玑900 5000mAh大电池 120Hz高刷 智能手机 透镜黑8G 128G 全网通,天玑900,5000万像素,800万像素,Android,200+,1499
微焱数码旗舰店,荣耀（HONOR）,10044500000000,荣耀（HONOR）荣耀Magic4Pro,,,,Android,95,5499
头号卖家旗舰店,vivo,10042200000000,vivoY55s,,,,Android,1000+,1269
OPPO手机乐良专卖店,OPPO,10040900000000,OPPOReno7SE,天玑900,4800万像素,1600万像素,Android,1000+,2299
京东之家官方旗舰店,Apple,10039500000000,AppleiPhone 12,,1200万像素,1200万像素,iOS,2000+,4629
OPPO优品专卖店,OPPO,10024700000000,OPPOA32,其他,1300万像素,800万像素,Android,2000+,899
一加官方旗舰店,一加,10038200000000,一加9RT,,5000万像素,1600万像素,其他OS,2000+,3499
广东联通京东自营旗舰店,vivo,100034000000,vivoY32,,,,Android,62,889
iQOO兰珊专卖店,vivo,71512028268,vivoiQOO Z5x,天玑900,5000万像素,800万像素,Android,2000+,1599
一加官方旗舰店,一加,10042800000000,一加一加 10 Pro,,,,其他OS,1000+,5199
广东联通京东自营旗舰店,vivo,100021000000,vivoiQOO U5x,,,,Android,55,859
天翼电信京东自营旗舰店,三星（SAMSUNG）,100021000000,三星Galaxy A53 5G,,,,Android,9,3699
炜东电商旗舰店,荣耀（HONOR）,10038900000000,荣耀（HONOR）荣耀x30i,,,,其他,2000+,1419
茄子手机旗舰店,黑鲨,10047900000000,黑鲨黑鲨5Pro,,,,其他,85,4689
广州电信京东自营旗舰店,麦芒,100038000000,麦芒麦芒9,其他,6400万像素,1600万像素,其他OS,5,1198
疆界互联旗舰店,华为（HUAWEI）,10022900000000,华为（HUAWEI）华为mate40 5G,其他,5000万像素,1300万像素,Android,5000+,7699
中国移动手机官方旗舰店,OPPO,10042600000000,OPPOK9X,,,,Android,1000+,1189
微炫数码旗舰店,荣耀（HONOR）,10031200000000,荣耀（HONOR）荣耀X30 Max,,,,Android,5000+,2399
酷族数码旗舰店,Apple,10023800000000,AppleiPhone 11,其他,1200万像素,1200万像素,iOS,5000+,4029
江苏移动京东自营店,华为（HUAWEI）,100033000000,华为P50系列,,,,HarmonyOS 2,14,8988
OPPO优品专卖店,OPPO,10037700000000,OPPOK9,,,,Android,5000+,1799
京东之家官方旗舰店,小米（MI）,10030800000000,小米（MI）Redmi K40 5G,,,,Android,2万+,2399.01
OKSJ手机旗舰店,华为（HUAWEI）,10041100000000,华为（HUAWEI）nova8 SE 4G,麒麟710A,6400万像素,1600万像素,HarmonyOS 2,2000+,1799
头号卖家旗舰店,荣耀（HONOR）,10034900000000,荣耀（HONOR）荣耀play5Tpro,其他,200万像素,其他,Android,200+,1029
江苏移动京东自营店,华为（HUAWEI）,100021000000,华为P50 E,,,,HarmonyOS 2,9,4088
中国移动官方旗舰店,Apple,100020000000,AppleiPhone SE（第三代）,,,,iOS,37,3899
华信通手机专营店,华为（HUAWEI）,10029300000000,华为（HUAWEI）Mate 40 RS 保时捷设计,麒麟9000,5000万像素,2000万像素,HarmonyOS 2,100+,12299
iQOO耀诚鑫专卖店,iQOO,10034800000000,vivo iQOO8Pro手机【6期免息+扫地机+咨询有礼】5G新款游戏全面屏电竞拍照高端智能手机 iQOO 8 传奇 12G+256G 标配版,骁龙888 Plus,其他,1600万像素,Android,80,2999
OPPO手机乐良专卖店,OPPO,10043000000000,OPPOA96,其他,4800万像素,1600万像素,Android,1000+,1999
京东之家官方旗舰店,荣耀（HONOR）,10046200000000,荣耀（HONOR）荣耀play6t,,,,Android,500+,1399.01
掌视界数码旗舰店,华为（HUAWEI）,10024300000000,华为（HUAWEI）HUAWEI Mate 40 RS 保时捷设计,其他,5000万像素,1300万像素,Android,1000+,15999
江苏移动京东自营店,华为（HUAWEI）,100034000000,华为P50,,,,HarmonyOS 2,73,5288
四川电信京东自营旗舰店,华为（HUAWEI）,100021000000,华为nova 9 SE,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,17,2099
上海移动京东官方自营旗舰店,OPPO,100025000000,OPPOA93s,其他,其他,其他,Android,200+,1699
重庆电信京东自营旗舰店,Apple,100010000000,AppleiPhone 11,其他,1200万像素,其他,iOS,70,4399
vivo官方旗舰店,vivo,10047700000000,vivoX Note,骁龙8 Gen 1,,,Android,100+,6499
形派手机旗舰店,酷维（KUWEI）,10036000000000,酷维（KUWEI）智能手机4G全网通128G大内存学生老人智能手机性价比超高手机 尊贵蓝【128GB礼包】,其他,1600万像素,800万像素,Android,2000+,599
思拓帆手机专营店,纽曼（Newman）,10021500000000,纽曼（Newman）C5,其他,其他,其他,功能机,2000+,99
淘金手机旗舰店,小米（MI）,10028400000000,小米（MI）小米MIX FOLD,,,,Android,200+,7299
江苏移动京东自营店,华为（HUAWEI）,100034000000,华为P50系列,骁龙888 4G,5000万像素,1300万像素,EMUI 11.0（基于Android 10）（可HOTA升级至HarmonyOS，具体升级时间以官方公布的HOTA升级计划为准）,55,5988
欧霖爵官方旗舰店,华为（HUAWEI）,10045100000000,华为智选 优畅享20 新品5G男女士款手机 樱雪晴空 6GB+128GB,其他,其他,其他,Android,200+,1399
疆界互联旗舰店,小米（MI）,10042200000000,小米（MI）小米12,骁龙8 Gen 1,,,Android,1000+,3669
天翼电信京东自营旗舰店,小米（MI）,100015000000,小米小米Civi,,,,,32,2699
千瑞达手机旗舰店,华为（HUAWEI）,10041200000000,华为（HUAWEI）nova 8 SE,,,,HarmonyOS 2,1000+,1649
京铠玄手机旗舰店,华为（HUAWEI）,10038500000000,华为（HUAWEI）麦芒10 SE,,,,Android,500+,1599
广东联通京东自营旗舰店,vivo,100032000000,vivoY55s,,,,Android,58,1669
兰珊手机旗舰店,vivo,10047100000000,vivoX80,,5000万像素,3200万像素,Android,84,4399
广东联通京东自营旗舰店,vivo,100038000000,vivoiQOO Neo6,,,,Android,6,3299
疆界互联旗舰店,华为（HUAWEI）,10048600000000,华为（HUAWEI）华为智选Hi nova9se,,,,Android,100+,3299
疆界互联旗舰店,黑鲨,10037800000000,黑鲨黑鲨4S Pro,骁龙888 Plus,6400万像素,2000万像素,Android,2000+,4689
飞利达手机通讯专营店,真我（realme）,10047200000000,真我（realme）真我X7pro,,,,Android,100+,2039
OKSJ手机旗舰店,荣耀（HONOR）,10041500000000,荣耀（HONOR）荣耀60pro,,,,其他,2000+,3499
博恒聚优手机专营店,小米（MI）,10034500000000,【24期免息】小米Civi 5G手机 小米CIVI手机cc9升级版12重礼 轻轻蓝 8+128GB 官方标配,,,,其他,2000+,2199
漫博游旗舰店,华为（HUAWEI）,10037400000000,X20 5G手机店内可选华为手机 幻夜黑 全网通 8+128GB送碎屏险（90天）,,,,Android,500+,1399
AGM手机旗舰店,AGM,10041600000000,AGM Glory G1,骁龙480,4800万像素,1600万像素,Android,19,3588
飞利达手机通讯专营店,荣耀（HONOR）,10044400000000,荣耀（HONOR）荣耀60SE,,,,,100+,2499
酷族数码旗舰店,真我（realme）,10040500000000,真我（realme）realme真我GT Neo2T,其他,6400万像素,1600万像素,Android,200+,1979
中国移动手机官方旗舰店,OPPO,10032500000000,OPPOA93,,,,Android,200+,1299
诺基亚手机官方旗舰店,诺基亚（NOKIA）,10035900000000,诺基亚（NOKIA）诺基亚 215 4G,其他,其他,,功能机,1000+,269
鹏瑶旗舰店,小米（MI）,10027500000000,小米（MI）小米10S,骁龙870,1亿像素,2000万像素,其他OS,2000+,2775
炜东电商旗舰店,荣耀（HONOR）,10042600000000,荣耀（HONOR）荣耀MagicV,,,,Android,200+,11159
联想众信授权专卖店,联想（Lenovo）,10045500000000,联想（Lenovo）Y90,,6400万像素,1600万像素,Android,99,3988
vivo官方旗舰店,vivo,10044500000000,vivoX70t,,,,Android,100+,3299
京合旗舰店,Apple,10038200000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,2000+,5849
