店铺名称,手机品牌,商品编号,商品名称,CPU型号,后摄主摄像素,前摄主摄像素,系统,商品评价量,手机价格
疆界互联旗舰店,ROG,10035700000000,ROGROG5s,骁龙888 Plus,6400万像素,2400万像素,Android,1000+,4989.0
成都联通京东自营旗舰店,小米,100017000000,小米Redmi Note10 Pro,天玑1100,6400万像素,1600万像素,Android,61,1699.0
头号卖家旗舰店,小米,10046000000000,小米（MI）K40S,其他,其他,其他,Android,200+,1999.0
鹏瑶旗舰店,荣耀,10032600000000,荣耀（HONOR）荣耀50,骁龙778G,10800万像素,3200万像素,Android,1000+,2418.0
炜东电商旗舰店,vivo,10038600000000,vivoT1,骁龙778G,6400万像素,1600万像素,Android,200+,1699.0
京东之家官方旗舰店,华为,10046900000000,华为（HUAWEI）P50 E,骁龙778G 4G,5000万像素,1300万像素,HarmonyOS 2,68,4458.0
微炫数码旗舰店,荣耀,10033200000000,荣耀X20SE ,其他,其他,其他,Android,500+,1349.0
华飞手机专营店,摩托罗拉,10036500000000,摩托罗拉（Motorola）razr,骁龙765G,4800万像素,2000万像素,Android,37,6188.0
耐谷手机旗舰店,小米,10046100000000,小米（MI）K50,天玑8100,其他,其他,Android,200+,2999.0
微焱数码旗舰店,荣耀,10045100000000,荣耀（HONOR）荣耀magic4至臻版,其他,其他,其他,Android,17,8299.0
茄子手机旗舰店,小米,10046800000000,小米（MI）红米K50Pro ,其他,其他,其他,其他,500+,4799.0
OPPO酷炫手机专卖店,OPPO,10044300000000,OPPOFind X5 Pro,其他,其他,其他,Android,14,6269.0
成都联通京东自营旗舰店,荣耀,100033000000,荣耀荣耀X20,天玑900,6400万像素,1600万像素,Android,62,1999.0
OPPO酷炫手机专卖店,OPPO,10049600000000,OPPOK10,其他,6400万像素,1600万像素,Android,86,2299.0
Unihertz手机旗舰店,Unihertz,10021500000000,UnihertzAtom XL,其他,4800万像素,800万像素,Android,500+,2199.0
一佳手机专营店,华为,10032100000000,华为（HUAWEI）Mate 40 Pro,麒麟9000,5000万像素,1300万像素,HarmonyOS 2,200+,6899.0
微炫数码旗舰店,小米,10046800000000,小米（MI）红米K40S,骁龙870,4800万像素,2000万像素,Android,500+,1989.0
成都联通京东自营旗舰店,小米,100016000000,小米MIX 4,骁龙888 Plus,1亿像素,2000万像素,Android,9,4799.0
炜东电商旗舰店,小米,10044300000000,小米（MI）Redmi K50电竞版,骁龙8 Gen 1,6400万像素,2000万像素,Android,200+,4499.0
微炫数码旗舰店,荣耀,10037200000000,荣耀畅玩20pro ,其他,其他,其他,Android,2000+,1199.0
AGM手机旗舰店,AGM,10031600000000,AGMYG001,其他,其他,无前置摄像头,功能机,500+,399.0
京东之家官方旗舰店,三星,10043200000000,三星（SAMSUNG）Galaxy S21 FE ,骁龙888,1200万像素,3200万像素,Android,71,3599.0
疆界互联旗舰店,黑鲨,10039400000000,黑鲨黑鲨5RS,骁龙888 Plus,6400万像素,2000万像素,Android,100+,3789.0
京铠玄手机旗舰店,小米,10045400000000,小米（MI）Redmi Note 11E Pro,其他,1亿像素,1600万像素,Android,100+,1599.0
京东之家官方旗舰店,OPPO,10047400000000,OPPOA72,其他,1600万像素,800万像素,Android,100+,1169.0
翼然手机旗舰店,一加,10046400000000,,其他,5000万像素,1600万像素,Android,100+,2969.0
欧霖爵官方旗舰店,华为,10045500000000,华为智选 NZONE S7 Pro 新款,其他,6400万像素,1600万像素,Android,100+,1699.0
OPPO优品专卖店,OPPO,10040500000000,OPPO其他,其他,其他,其他,Android,500+,2269.0
京东之家官方旗舰店,真我,10034200000000,真我（realme）realme真我大师探索版,骁龙870,5000万像素,3200万像素,Android,200+,2889.0
微炫数码旗舰店,荣耀,10032500000000,荣耀50 5g,其他,10800万像素,3200万像素,Android,2000+,2499.0
OPPO墨白专卖店,OPPO,10044300000000,,骁龙888,5000万像素,3200万像素,Android,72,3999.0
兰珊手机旗舰店,vivo,10047100000000,vivoX80Pro,骁龙8 Gen 1,5000万像素,3200万像素,Android,32,5999.0
成都联通京东自营旗舰店,荣耀,100033000000,荣耀荣耀Magic3,骁龙888 Plus,5000万像素,1300万像素,Android,3,6999.0
OKSJ手机旗舰店,华为,61440253344,华为（HUAWEI）Mate 30 RS 保时捷版 (,其他,4000万像素,3200万像素,Android,200+,10899.0
久汇通手机旗舰店,Apple,10038200000000,Apple/苹果 iPhone 13 Pro ,其他,1200万像素,1200万像素,iOS,1000+,8188.0
京东之家官方旗舰店,vivo,10049000000000,vivoX Note,骁龙8 Gen 1,5000万像素,1600万像素,Android,18,5999.0
OPPO南邦手机专卖店,OPPO,10038500000000,OPPOk9s,其他,300万像素,其他,Android,200+,1399.0
久汇通手机旗舰店,一加,10042200000000,一加OnePlus 10 Pro,骁龙8 Gen 1,5000万像素,3200万像素,Android,500+,5189.0
头号卖家旗舰店,荣耀,10045100000000,荣耀（HONOR）荣耀magic4,其他,其他,其他,Android,58,4489.0
博恒聚优手机专营店,荣耀,10044400000000,,骁龙8 Gen 1,其他,其他,Android,84,3999.01
realme真我官方旗舰店,真我,10048900000000,真我（realme）Q5i,其他,其他,其他,Android,34,1199.0
iQOO兰珊专卖店,vivo,10042600000000,vivoiQOO 9&iQOO 9 Pro,骁龙8 Gen 1,其他,其他,Android,200+,3999.0
微炫数码旗舰店,Apple,10037100000000,Appleiphone 13 pro,其他,其他,其他,iOS,1000+,9289.0
OPPO南邦手机专卖店,OPPO,10049600000000,,天玑700,其他,800万像素,Android,21,1199.0
疆界互联旗舰店,小米,10028100000000,小米11 Ultra 至尊版 ,骁龙888,其他,其他,Android,1000+,4449.0
耐谷手机旗舰店,华为,66159707646,华为（HUAWEI）Mate Xs (,麒麟990 5G,4000万像素,其他,Android,200+,12988.0
vivo官方旗舰店,vivo,10037300000000,vivoY53s t2版,天玑900,6400万像素,800万像素,Android,1000+,1999.0
华飞手机专营店,荣耀,69743994066,荣耀（HONOR）荣耀30 Pro,麒麟990 5G,5000万像素,3200万像素,Android,500+,3999.0
一佳手机专营店,华为,10027900000000,华为（HUAWEI）Mate 40E,其他,6400万像素,1300万像素,Android,1000+,5999.0
头号卖家旗舰店,iQOO,10042600000000,iQOOiQOO 9 Pro,其他,其他,其他,Android,100+,4999.0
美集睿旗舰店,Apple,10047700000000,Apple 苹果 iPhone 13 (A2634)  ,其他,其他,其他,iOS,100+,5498.0
疆界互联旗舰店,荣耀,10035400000000,荣耀（HONOR）荣耀magic3 ,其他,6400万像素,1300万像素,Android,1000+,5199.0
京东之家官方旗舰店,vivo,10037100000000,vivovivo iQOO Z5,其他,其他,其他,Android,500+,1799.0
疆界互联旗舰店,ROG,10035500000000,,骁龙888 Plus,6400万像素,2400万像素,Android,200+,4399.0
蜜茶手机旗舰店,Apple,10032500000000,AppleiPhone SE (第二代),其他,其他,其他,iOS,200+,2988.0
OPPO优品专卖店,OPPO,10044300000000,OPPOFind X5,骁龙888,5000万像素,3200万像素,Android,100+,3969.0
烁影手机旗舰店,vivo,10036700000000,vivo其他,骁龙778G,6400万像素,1600万像素,Android,500+,1999.0
千机百惠手机专营店,多亲,10039500000000,多亲（QIN）F21Pro+,其他,500万像素,200万像素,Android,100+,639.0
VERTU官方旗舰店,VERTU,10045500000000,VERTUiVERTU,骁龙888,6400万像素,1600万像素,其他,32,19800.0
vivo五通专卖店,vivo,10036700000000,vivovivo X70,其他,4000万像素,3200万像素,其他,500+,3299.0
OPPO欧粉专卖店,OPPO,10040900000000,OPPOReno7,骁龙778G,6400万像素,3200万像素,Android,500+,2399.0
京东之家官方旗舰店,小米,10046800000000,小米（MI）K50Pro,其他,其他,其他,Android,200+,2999.0
AGM手机旗舰店,AGM,10026400000000,AGMH2,紫光展锐,1300万像素,800万像素,Android,200+,1399.0
微炫数码旗舰店,荣耀,10045100000000,荣耀magic4至臻版 ,骁龙8,其他,其他,Android,24,8399.0
OPPO手机乐良专卖店,OPPO,10048900000000,OPPOA57,天玑810,1300万像素,800万像素,Android,59,1499.0
AGM手机旗舰店,AGM,10033600000000,AGMM7,其他,200万像素,其他,功能机,200+,579.0
淘金手机旗舰店,小米,10046800000000,小米（MI）K50pro,其他,其他,其他,Android,100+,3299.0
疆界互联旗舰店,一加,10047200000000,一加一加ACE,其他,其他,其他,Android,77,2999.0
京域手机旗舰店,vivo,10036200000000,vivoX70,天玑1200,4000万像素,3200万像素,Android,500+,2999.0
优爱特手机专营店,小米,10041200000000,小米（MI）Redmi Note 11 ,其他,5000万像素,其他,Android,200+,1069.0
OPPO优品专卖店,OPPO,10028100000000,OPPOA93,其他,4800万像素,800万像素,Android,1000+,1599.0
iQOO智美专卖店,vivo,10042600000000,vivoiQOO 9 Pro,骁龙8 Gen 1,5000万像素,1600万像素,Android,100+,4999.0
京东电竞手机官方旗舰店,黑鲨,10047900000000,黑鲨5 骁龙870 120W超级闪充 磁动力升降肩键 144Hz AMOLED电竞屏 ,骁龙870,6400万像素,1600万像素,Android,100+,2799.0
优爱特手机专营店,小米,10031700000000,小米（MI）Redmi Note10 ,天玑700,4800万像素,800万像素,Android,200+,1069.0
炜东电商旗舰店,三星,10044100000000,,骁龙8 Gen 1,其他,其他,Android,28,7399.0
天域手机专营店,华为,10042800000000,华为（HUAWEI）P50 Pocket,其他,其他,其他,HarmonyOS 2,61,8858.0
金诚腾达手机旗舰店,天语,10028700000000,天语（K-Touch）F12pro,其他,其他,其他,Android,500+,699.0
京铠玄手机旗舰店,荣耀,10044100000000,荣耀（HONOR）荣耀60 SE,其他,其他,其他,其他,200+,2499.01
烁影手机旗舰店,vivo,10042200000000,vivoS12,天玑1100,10800万像素,4400万像素,Android,200+,2999.0
中国移动手机官方旗舰店,vivo,10042200000000,vivoy55s,其他,其他,其他,Android,1000+,1299.0
红魔官方旗舰店,努比亚,10049900000000,努比亚（nubia）红魔,其他,其他,其他,Android,13,5999.0
炜东电商旗舰店,vivo,10047100000000,vivoiQOO Neo6,骁龙8 Gen 1,6400万像素,1600万像素,Android,87,2998.0
OPPO墨白专卖店,OPPO,10042500000000,,天玑810,6400万像素,1600万像素,Android,98,1549.0
漫博游旗舰店,华为,10047900000000,华为（HUAWEI）nova 9 SE,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,100+,2119.0
头号卖家旗舰店,小米,10039500000000,小米（MI）小米 Redmi Note 11 Pro+ ,其他,其他,其他,Android,500+,2199.0
鹏瑶旗舰店,三星,10020100000000,三星 Galaxy Z Flip ,其他,其他,其他,Android,100+,5275.0
头号卖家旗舰店,vivo,10049600000000,vivoS 15e,其他,其他,其他,Android,24,1999.0
vivo五通专卖店,vivo,10046200000000,vivoS15e,三星Exynos 1080,5000万像素,1600万像素,Android,39,2099.0
SONIM手机专营店,金铠特,10028800000000,金铠特 T5 防爆,其他,其他,1600万像素,Android,200+,2299.0
AGM手机旗舰店,AGM,57997172931,AGMAGM M5,其他,200万像素,其他,功能机,200+,649.0
一佳手机专营店,华为,10044100000000,华为智选 NZONE S7 全网通,天玑700,1300万像素,其他,Android,500+,1599.0
OPPO优品专卖店,OPPO,10043100000000,OPPOA36,其他,1300万像素,800万像素,Android,100+,969.0
耐谷手机旗舰店,华为,10050600000000,华为（HUAWEI）畅享20 ,其他,其他,其他,Android,200+,798.0
兰珊手机旗舰店,vivo,10041700000000,vivovivo iQOOneo5s,骁龙888,4800万像素,1600万像素,Android,500+,2399.0
千机百惠手机专营店,多亲,10034000000000,多亲（QIN）F21 Pro 32G,其他,500万像素,200万像素,Android,200+,639.0
OPPO优品专卖店,OPPO,10038400000000,OPPOK9s,骁龙778G,6400万像素,1600万像素,Android,500+,1399.0
OPPO优品专卖店,OPPO,10041900000000,OPPOfind N,其他,其他,其他,Android,43,8999.0
博恒聚优手机专营店,一加,10044900000000,,其他,其他,其他,其他,100+,5799.0
OPPO优品专卖店,OPPO,10041900000000,OPPOOPPO Find N,骁龙888,其他,其他,Android,84,8999.0
OPPO优品专卖店,OPPO,10034000000000,OPPOA93s,天玑700,4800万像素,800万像素,Android,500+,1799.0
OKSJ手机旗舰店,荣耀,10043500000000,荣耀（HONOR）MagicV,其他,其他,其他,Android,200+,11799.0
索爱手机旗舰店,索爱,56611920853,索爱（soaiy）T618 ,其他,其他,无前置摄像头,Android,1000+,199.0
好机汇手机专营店,华为,10045600000000,华为（HUAWEI）华为HUAWEI P50 Pocket宝盒,其他,4000万像素,其他,HarmonyOS 2,13,8688.0
炜东电商旗舰店,荣耀,10034800000000,荣耀magic3至臻版 ,骁龙888 Plus,5000万像素,1300万像素,Android,200+,6499.0
烁影手机旗舰店,vivo,10042600000000,vivoiQOO 9,骁龙8,其他,其他,Android,500+,3699.0
炜东电商旗舰店,小米,10042500000000,小米（MI）小米12,骁龙8 Gen 1,其他,其他,Android,200+,4399.0
魅族官方旗舰店,魅族,10037000000000,魅族（meizu）M172Q,骁龙870,6400万像素,其他,Android,200+,2599.0
爱户外手机官方旗舰店,爱户外,43698343303,爱户外（ioutdoor）F1 防爆版,其他,其他,无前置摄像头,功能机,1000+,798.0
炜东电商旗舰店,vivo,10042200000000,vivoS12,天玑1100,10800万像素,4400万像素,Android,200+,2589.0
头号卖家旗舰店,华为,10045300000000,华为（HUAWEI）P50,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,200+,4888.0
欧霖爵官方旗舰店,荣耀,10047300000000,荣耀60 SE  120Hz曲面屏 66W快速充电 ,天玑900,其他,其他,其他,34,3099.0
京东之家官方旗舰店,OPPO,10040800000000,OPPOReno7 se,天玑900,4800万像素,1600万像素,Android,95,1799.0
Apple丰年时代专卖店,Apple,10046100000000,AppleiPhone 13 Pro Max,其他,1200万像素,1200万像素,iOS,1000+,9789.0
久汇通手机旗舰店,一加,10022300000000,一加一加10 Pro,骁龙8 Gen 1,5000万像素,3200万像素,Android,2000+,5189.0
烁影手机旗舰店,vivo,10042600000000,vivoS12,天玑1100,10800万像素,4400万像素,Android,100+,2999.0
一佳手机专营店,华为,10046900000000,华为（HUAWEI）P50 E,骁龙778G 4G,5000万像素,1300万像素,HarmonyOS 2,7,4458.0
华信通手机专营店,华为,70761972496,华为（HUAWEI）华为畅享20 Pro,MT6873,4800万像素,1600万像素,Android,1000+,1889.0
京铠玄手机旗舰店,小米,10045800000000,小米（MI）Redmi Note 11E ,其他,其他,其他,Android,93,999.0
烁影手机旗舰店,vivo,10049700000000,vivoX80 Pro,骁龙8 Gen 1,5000万像素,3200万像素,Android,6,5499.0
鹏瑶旗舰店,荣耀,10034700000000,荣耀（HONOR）荣耀Magic3,其他,其他,其他,Android,1000+,3599.0
OPPO优品专卖店,OPPO,10043100000000,OPPOA96,其他,4800万像素,1600万像素,Android,200+,1999.0
千瑞达手机旗舰店,华为,10041400000000,华为（HUAWEI）Hi Nova9,其他,其他,其他,Android,500+,2799.0
炜东电商旗舰店,华为,10049700000000,华为（HUAWEI）MATE XS 2,骁龙888 4G,其他,其他,HarmonyOS 2,37,13499.0
万鹏手机专营店,朵唯,10025700000000,朵唯（DOOV）FINDX,其他,1600万像素,800万像素,Android,1000+,1399.0
博恒聚优手机专营店,荣耀,10044400000000,荣耀60se ,其他,6400万像素,1600万像素,Android,62,2499.01
兰珊手机旗舰店,vivo,10038200000000,vivovivo Y71t,天玑810,6400万像素,1600万像素,Android,91,1799.0
茄子手机旗舰店,努比亚,10044500000000,努比亚（nubia）红魔7,骁龙8 Gen 1,6400万像素,800万像素,其他,100+,4378.0
OPPO墨白专卖店,OPPO,10049600000000,OPPO K10 ,其他,其他,其他,Android,21,1999.0
京铠玄手机旗舰店,荣耀,10042300000000,荣耀（HONOR）荣耀X30 ,其他,其他,其他,Android,100+,1749.0
OPPO墨白专卖店,OPPO,10034200000000,OPPOPFGM00,天玑700,4800万像素,800万像素,Android,100+,1599.0
疆界互联旗舰店,小米,10038300000000,小米（MI）小米Redmi K40S,其他,其他,其他,Android,200+,3699.0
京铠玄手机旗舰店,华为,10041600000000,华为（HUAWEI）Hi nova9pro ,骁龙778G,5000万像素,3200万像素,Android,200+,4199.0
头号卖家旗舰店,vivo,10049600000000,vivoX80 Pro,骁龙8 Gen 1,5000万像素,3200万像素,Android,12,6699.0
iQOO耀诚鑫专卖店,vivo,10042000000000,vivoiQOO Neo5 SE,骁龙870,5000万像素,1600万像素,Android,100+,1999.0
iQOO耀诚鑫专卖店,vivo,10042600000000,vivoiQOO 9,骁龙8,其他,其他,Android,200+,3699.0
联通华盛手机旗舰店,OPPO,10049600000000,OPPOOPPO K10,其他,其他,其他,Android,7,2499.0
AGM手机旗舰店,AGM,10038600000000,AGM Glory G1,骁龙480,4800万像素,1600万像素,Android,44,3699.0
京铠玄手机旗舰店,摩托罗拉,10041800000000,摩托罗拉（Motorola）edge X30 ,其他,其他,其他,Android,200+,2799.0
OPPO酷炫手机专卖店,OPPO,10048900000000,OPPOA57,天玑810,1300万像素,800万像素,Android,36,1599.0
vivo官方旗舰店,vivo,10039000000000,vivoY71t,其他,其他,其他,Android,200+,1999.0
遨游旗舰店,遨游,66448058944,遨游（AORO）AORO_M5,其他,2000万像素,800万像素,Android,81,6980.0
鹏瑶旗舰店,小米,10028100000000,小米（MI）小米11青春版,骁龙780G,其他,其他,Android,1000+,1755.0
iQOO智美专卖店,vivo,10046300000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,17,899.0
炜东电商旗舰店,华为,10042100000000,华为智选 麦芒10 ,其他,其他,其他,其他,200+,1849.0
翼然手机旗舰店,一加,10049200000000,一加一加 ACE,其他,其他,其他,Android,39,2499.0
耐谷手机旗舰店,小米,10042500000000,小米（MI）小米12X ,骁龙870,其他,其他,Android,200+,2999.0
VERTU中艺天工专卖店,VERTU,10033500000000,,骁龙888,6400万像素,1600万像素,Android,100+,16800.0
博恒聚优手机专营店,华为,10049900000000,,其他,其他,其他,其他,11,4088.01
iQOO智美专卖店,vivo,10041900000000,vivoiQOO Neo5 SE,骁龙870,5000万像素,1600万像素,Android,200+,1798.0
微炫数码旗舰店,荣耀,10041000000000,,其他,10800万像素,其他,其他,100+,3569.0
京东之家官方旗舰店,小米,10046800000000,小米（MI）Redmi K40S,其他,其他,其他,Android,200+,1999.01
东呵东手机专营店,OPPO,10040900000000,OPPOOPPO Reno7 SE,天玑900,4800万像素,1600万像素,Android,97,2299.0
疆界互联旗舰店,华为,10047700000000,华为智选 优畅享50 plus ,其他,6400万像素,其他,Android,42,2999.0
酷风行手机旗舰店,克里特,10027800000000,克里特（kreta）M7(W2021pro),其他,其他,其他,Android,200+,3499.0
iQOO兰珊专卖店,vivo,10042600000000,vivovivo iQOO9 Pro&iQOO 9,其他,其他,其他,Android,100+,5199.0
京铠玄手机旗舰店,华为,10042200000000,华为（HUAWEI）HUAWEI P50 Pocket,骁龙888 4G,其他,其他,HarmonyOS 2,78,8758.0
京联通达旗舰店,华为,10045500000000,华为（HUAWEI）P50系列,其他,其他,其他,HarmonyOS 2,75,4488.0
佳沪电商旗舰店,华为,10042200000000,华为（HUAWEI）P50 Pocket,其他,其他,其他,HarmonyOS 2,200+,8388.0
欧霖爵官方旗舰店,荣耀,10044800000000,荣耀（HONOR）荣耀x30,其他,4800万像素,1600万像素,Android,64,2199.0
京域手机旗舰店,vivo,10038600000000,vivoS10e,天玑900,6400万像素,3200万像素,Android,86,2099.0
天域手机专营店,华为,10034600000000,华为（HUAWEI）P50 Pro,其他,5000万像素,1300万像素,其他,100+,5988.0
佳沪电商旗舰店,一加,10048000000000,,其他,其他,其他,Android,7,2999.0
东呵东手机专营店,荣耀,10046400000000,荣耀（HONOR）荣耀50 Pro,其他,其他,其他,Android,14,2799.0
天润智能手机专营店,小辣椒,10027200000000,小辣椒H1,其他,1600万像素,800万像素,Android,100+,399.0
东呵东手机专营店,OPPO,10044100000000,OPPOA96,其他,4800万像素,1600万像素,Android,100+,1699.0
vivo五通专卖店,vivo,10040500000000,vivoY76s,天玑810,5000万像素,800万像素,Android,100+,1499.0
京东之家官方旗舰店,荣耀,10044500000000,荣耀（HONOR）magic4,其他,其他,其他,Android,86,5499.01
iQOO兰珊专卖店,vivo,10044500000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,100+,1099.0
天域手机专营店,Apple,10037600000000,AppleApple iPhone 13 Pro ,其他,其他,其他,其他,200+,8799.0
酷族数码旗舰店,小米,10031600000000,小米11青春版,骁龙780G,其他,其他,Android,500+,1799.0
东呵东手机专营店,OPPO,10037200000000,OPPOOPPO K9 Pro,天玑1200,6400万像素,1600万像素,Android,500+,2299.0
头号卖家旗舰店,vivo,10043500000000,vivoY10,其他,其他,其他,Android,83,999.0
兰珊手机旗舰店,vivo,10046100000000,vivoiQOO U5X,骁龙680,1300万像素,800万像素,Android,60,1099.0
兰珊手机旗舰店,vivo,10041700000000,vivovivo S12 Pro,其他,其他,其他,Android,100+,2799.0
飞利达手机通讯专营店,荣耀,10044400000000,荣耀（HONOR）荣耀50 SE,天玑900,1亿像素,1600万像素,Android,100+,1649.0
OPPO品速专卖店,OPPO,10044300000000,OPPOFind X5,骁龙888,5000万像素,3200万像素,Android,6,4099.0
微炫数码旗舰店,真我,10045100000000,realme 真我V11s ,其他,其他,其他,Android,20,1299.0
爱摄数码专营店,SONY,10031600000000,SONYXperia 1 III,骁龙888,1200万像素,800万像素,Android,36,6688.0
vivo官方旗舰店,vivo,10046200000000,vivoY33s,天玑700,1300万像素,800万像素,Android,49,1499.0
联通华盛手机旗舰店,vivo,10042200000000,vivoiQOO Neo5S,其他,其他,其他,Android,52,2373.0
京东之家官方旗舰店,OPPO,10048900000000,OPPOA57,天玑810,1300万像素,800万像素,Android,64,1489.0
SONIM手机专营店,AGM,10033000000000,AGMX5,其他,4800万像素,1600万像素,Android,200+,2999.0
OPPO墨白专卖店,OPPO,10044300000000,,骁龙888,5000万像素,3200万像素,Android,33,4399.0
头号卖家旗舰店,OPPO,10043000000000,OPPOA96,其他,4800万像素,1600万像素,Android,200+,2099.0
翼然手机旗舰店,一加,10046300000000,一加一加,其他,其他,其他,其他,53,5199.0
天域手机专营店,Apple,10047900000000,AppleiPhone se 3 ,其他,其他,其他,iOS,44,3255.0
耐谷手机旗舰店,小米,10042500000000,小米（MI）小米12 ,骁龙8 Gen 1,其他,其他,Android,200+,3699.0
茄子手机旗舰店,黑鲨,10047400000000,黑鲨,骁龙888 Plus,6400万像素,2000万像素,其他,23,3789.0
烁影手机旗舰店,vivo,10042200000000,vivoS12 Pro,天玑1200,10800万像素,其他,Android,28,3299.0
东呵东手机专营店,OPPO,10038300000000,OPPOOPPO K9s ,其他,6400万像素,1200万像素,Android,200+,1399.0
OKSJ手机旗舰店,Apple,10037100000000,AppleiPhone 13 mini,其他,1200万像素,1200万像素,iOS,500+,4988.0
耐谷手机旗舰店,Apple,10037900000000,Apple 苹果13 mini iPhone 13 mini ,其他,其他,其他,iOS,200+,5198.0
奥马科技手机专营店,百事乐,10039400000000,百事乐（LEBEST）L202108,其他,其他,其他,Android,78,679.0
OPPO墨白专卖店,OPPO,10034200000000,OPPOPFGM00,天玑700,4800万像素,800万像素,Android,200+,1599.0
弗瑞尔手机通讯专营店,金立,55323775323,金立（Gionee）T90三老人,其他,其他,其他,功能机,1000+,128.0
淘金手机旗舰店,黑鲨,10047900000000,黑鲨黑鲨5pro,其他,其他,其他,其他,55,5488.0
OPPO手机乐良专卖店,OPPO,10040400000000,OPPOK9s,骁龙778G,6400万像素,1600万像素,Android,200+,1799.0
一佳手机专营店,华为,10039600000000,华为（HUAWEI）P50,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,55,4888.0
头号卖家旗舰店,小米,10028500000000,小米（MI）小米11 Ultra,其他,其他,其他,Android,500+,6499.0
OPPO优品专卖店,OPPO,10041000000000,OPPOReno7se,其他,其他,其他,Android,100+,2299.0
耐谷手机旗舰店,荣耀,10043600000000,荣耀（HONOR）荣耀X30i,其他,其他,其他,Android,200+,1248.0
京东之家官方旗舰店,三星,10044100000000,三星（SAMSUNG）Galaxy S22 Ultra,骁龙8 Gen 1,10800万像素,4000万像素,Android,35,10499.0
SONIM手机专营店,海信,10027300000000,海信（Hisense）D5 防爆,其他,800万像素,200万像素,Android,200+,1799.0
博恒聚优手机专营店,荣耀,10041600000000,,其他,其他,其他,Android,60,6899.0
翼然手机旗舰店,一加,10046400000000,一加一加 Ace,天玑8100,其他,其他,Android,21,2999.0
OPPO优品专卖店,OPPO,10041000000000,OPPOReno7se,其他,其他,其他,Android,86,1999.0
博恒聚优手机专营店,华为,10049900000000,,其他,5000万像素,1300万像素,HarmonyOS 2,27,5988.0
京东之家官方旗舰店,vivo,10042600000000,vivoiQOO 9,骁龙8,其他,其他,Android,200+,3999.0
京合旗舰店,荣耀,10045400000000,荣耀（HONOR）magic4 pro,其他,其他,其他,Android,3,6999.01
东呵东手机专营店,OPPO,10029000000000,OPPO A53 ,其他,1600万像素,800万像素,Android,500+,1799.0
东呵东手机专营店,OPPO,10049600000000,OPPOK10,其他,6400万像素,1600万像素,其他,10,2199.0
千瑞达手机旗舰店,华为,10049600000000,华为（HUAWEI）Hi Nova9se,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,28,2499.0
飞利达手机通讯专营店,真我,10047200000000,真我（realme）GT Neo3,其他,其他,其他,Android,57,2699.0
京东之家官方旗舰店,荣耀,10042200000000,荣耀（HONOR）荣耀 畅玩30 Plus,其他,其他,其他,Android,500+,1099.0
vivo秋隽专卖店,vivo,10046200000000,vivoy33s,天玑700,1300万像素,800万像素,Android,6,2599.0
东呵东手机专营店,OPPO,10044100000000,OPPOA96,其他,4800万像素,1600万像素,Android,20,1699.0
飞利达手机通讯专营店,荣耀,10046200000000,荣耀（HONOR）Magic3 Pro,其他,其他,其他,Android,24,4499.0
博恒聚优手机专营店,荣耀,10042200000000,荣耀 60-60Pro  ,其他,其他,其他,Android,500+,2999.0
鹏瑶旗舰店,三星,10043300000000,三星（SAMSUNG）Galaxy S21 FE ,骁龙888,1200万像素,3200万像素,Android,23,3499.0
银河信业手机专营店,三星,54461687987,三星（SAMSUNG）三星 SAMSUNG Galaxy Z Flip3,骁龙888,1200万像素,1000万像素,Android,76,7599.0
酷族数码旗舰店,小米,10039000000000,小米（MI）Redmi Note 11 Pro+,其他,其他,其他,Android,100+,1999.0
淘金手机旗舰店,黑鲨,10047400000000,黑鲨,骁龙888 Plus,6400万像素,2000万像素,Android,13,3378.0
CONQUEST手机旗舰店,CONQUEST,10046000000000,CONQUESTconquest-S28,天玑800U,4800万像素,其他,Android,7,4388.0
头号卖家旗舰店,荣耀,10039600000000,荣耀（HONOR）荣耀x30max,其他,其他,其他,Android,200+,2358.0
OKSJ手机旗舰店,Hi nova,10050600000000,Hi novaHi nova9z,其他,6400万像素,其他,Android,7,1999.0
头号卖家旗舰店,OPPO,10041100000000,OPPOReno7 SE,其他,其他,其他,Android,200+,1999.0
酷族数码旗舰店,真我,10045200000000,真我（realme）realme真我GT Neo2 ,骁龙870,6400万像素,1600万像素,Android,10,1899.0
京东之家官方旗舰店,荣耀,10045100000000,荣耀（HONOR）荣耀magic4,其他,其他,其他,Android,26,3999.01
博恒聚优手机专营店,荣耀,10048100000000,荣耀 Play6T Pro ,其他,其他,其他,Android,32,1599.01
京东之家官方旗舰店,荣耀,10044100000000,,其他,其他,其他,Android,100+,2079.0
博恒聚优手机专营店,荣耀,10044600000000,,其他,其他,其他,Android,17,5899.0
OKSJ手机旗舰店,华为,10046700000000,华为（HUAWEI）华为nova9 SE,其他,其他,其他,HarmonyOS 2,79,4488.0
博恒聚优手机专营店,中兴,10029600000000,,其他,其他,其他,其他,37,3229.0
头号卖家旗舰店,iQOO,10050900000000,iQOOiQOO Neo6 SE,其他,其他,其他,Android,0,1999.0
